key,val
iopjtirbacdsvmqgzurl,70.832
trmuufckilpscyynsred,80.194
jhcxxvdpattjljchzlvi,62.459
qclrolzngrdtfxpkltsk,62.118
skbejuwnqvmepbjeryqr,21.277
pdwkbvpoykynliavybcy,88.531
ugkjrsavoevgkciqnudt,13.28
lkugbydbvhzjepsggpov,68.257
pqsunbvulmkhwamrgbri,43.637
qxkxhkxoxmmyigbwezhw,62.211
zvnhedajcovvigmcaaup,5.48
ktjrrmosrhspfspgvlhu,16.513
qfkxzjuruaqrzbmywnwq,2.263
slpfclwsiwjgswlnkdhy,68.183
jjskrnytxqufeboaletv,51.714
ppcmueuocbwlxczziluy,95.863
uocqxxftmvtgpqkuirsr,89.001
tiskxdxecaegyqnnybis,16.112
rwfgrzzldiczcnrgeizx,44.232
lykylvaccrmgvqpmktbb,31.403
bpvozmhgotkewzsnyidq,92.612
rwmdigjufofwwitrzwqi,76.69
xegnoxdshzbjbvlijwwf,82.158
mwzhzqxgvtciqqftwpuw,93.048
tisxxjsakbebczqqpivm,67.308
qnmyxtzjnxchzbqpkxje,78.418
ffecifhmgddcnijwuncr,17.587
ubvsmrwsueqayusudasf,69.135
ntgsmlynezfyvfngwrnp,66.533
ualcrpmjudqctxrebtgx,54.808
ckgvvjhgrdyoywbqiwpy,75.638
nhkedjnaprqkwgtiyldx,80.408
qxsifhadjsylyozjozqb,4.293
eyteyzdvwmnrnphlette,8.611
nuxcmbveeszozzjgljkv,25.656
udatwkzhgezsxiejasmc,42.833
efabfmbkhidashniijkr,78.059
hkoyekovgjjpwbxmdelh,92.233
dtmenlcdckjhqddregde,0.944
nngmmobqqnveqmtsiygp,61.616
skygvtlivbhniblggixt,68.307
ffutwipoenaokaauqvwm,31.042
byclgkgcmdrahyllpser,70.539
mplmnuzittfqlakgpasm,74.767
acnybjuuypmtuprpeopi,36.544
mirvruprpgjmsomrgimo,7.86
twqbieplehkhxesxzpkg,73.397
sdwpeknurxykrkqirira,22.046
xcpcfmtormqomzdfhyfr,53.289
fxhmdvtcjotznzmvwscj,29.582
xontqikgxiwrzydpwqsk,0.427
ibvthnpbwrysxdxlviut,65.219
avgzwzgcnbvcrfcwzpdx,27.742
sfcvsejkorfzucgpefcb,88.823
zgnfraapeduqtfcbbgvh,74.113
ofghtoatrckbsdicdmvd,42.672
upgiyvrgxvqwzjfafrxp,86.548
lvvkqhevzsdfcbwvytof,65.515
imbqdkpanuphadocymoc,51.035
blxhhjijjjcivjrcjfzf,79.458
dudnmpyanusgvkcbpisn,3.049
wrpqackfdwskiuejngoh,37.574
uxqnjzcplnelcfbecnil,37.688
fhtlmvccmxofoavravnc,99.793
uusjjvildjqnkttnsexx,15.318
islotouujiyrrycfrirg,16.958
dzozrnfyaejajiytpgwj,38.842
eaqjxkgyvxkcntiopmgf,85.259
lpltvgjpgniqqkjhcond,19.408
wwyxzdaxznajgmcamcxh,70.323
jcthnqbeagnsnjnpewmt,3.489
zwuoglnqiptqvhytqscd,23.405
rdhbfocypyrlkduzkzqg,28.991
ulxwukjcxuntnwscsfus,79.995
pzvlcjojlpaxlemjdbrj,50.932
fkwbethjysxygziriorv,71.512
pwvxallrllxfyszdtbut,76.823
uotxfhoqyjnhxcqyemrf,89.516
gymmdmgjcaddoabnwmyo,41.353
yrldtsbvdgrponvboeyr,35.738
ixtvvpkrbpxvjskafmow,67.873
onwprcggnnuikfycjxaj,72.878
bxrzkdsmqdxvsszgslhv,13.757
zdhyoohombkwmckugasi,44.993
ohxkxkcbxztbhorsojfc,17.126
qbrilrmckubsidefxavy,83.864
lusjhnkzwixqegtjcsdr,43.388
sdbatygccikmfueimkbu,4.428
jzfnmjochrtixxnubbmc,52.152
mhqfirvwvjgsgfdznack,70.04
kukhiaauvzpdmtqhyrfm,6.199
cwtzveclywjciacabreg,33.788
rimjiqkdwskskurjfydw,12.133
xztrvdgwoiodbvxguuxa,10.546
smxhnqhbhlqedzpnjngd,90.853
zwbcuszhnrcsilykccdi,19.486
xmjnmbvikqoercuujokd,9.972
hmyyeuhbeawympakcjfn,24.806
xpogyncltflgwjdblfiv,11.481
pnhujypgboeubmfyzvgb,10.509
wrgtjxbvsaqahjpdjtnx,40.245
fzescbyksybaznleeber,89.803
vxwljgqpdwhcttgaqber,75.242
fmkuqpygcrchlrbtmhqz,32.531
pgljgwsctzzzrdlhuujq,3.594
tcbntxulmnoovxmozoec,15.227
zqqqttwirioxbhtnhjgl,36.028
rngrzwcmltcfrrzyopkh,10.8
lzkzrxcywiuofsmlrykx,76.365
xwyrkhejtpdshbjuowff,11.578
kknkbiejkdhdtxyquilp,60.659
mjutrotqjsqczepievch,26.081
dnibbkibkujesdkosjhj,48.019
vusrobsrwgovowriehwe,99.08
xrmfbjnjjckvqsonpmhs,76.685
uggnmmmfmmasgrichfhi,12.685
cromfrdwrsokhrfpqbxb,80.007
uxjlgznyvwscvafnfbqa,40.9
mjdxzqpaxafunoxwadmn,73.751
uokosligwfaocucvuego,59.176
vfoutsklsrssongnbebj,14.412
uegbivrfsocoliqgqilv,49.009
kunpwqboblpamviqqgki,69.68
erqdztpesuobitsuulra,75.834
ilucfkoqupfwgwldgubp,62.184
xecvvsajkfsjgueupcac,70.912
ewgipgmlnihdcbzenmua,23.175
uckwjpusindriopmolxw,47.986
akrjpfkhvtxacbexigqc,96.207
lsfqiqwymqmngpnnwukh,49.897
rhcapswvddcsbpsylviz,7.01
reqfvvwxawfbrrnbarzy,98.752
vgljjyjrmjvrludabrsu,97.392
cezomtynceiohasoepln,80.78
tqeynkggjvbahhbrqfgf,13.427
cxooqtquzthtoacwtaxi,84.459
oaommeunarvkgyahycau,83.707
gejvzoaextcwrcjhahzr,47.779
aglyhlylcdibihlbzmsv,87.294
qazqylyosvninaixprlh,4.289
emogxmocbnaaijruckrw,79.304
odsefvefavvmxksomzjs,0.459
uyibmurngaolopawadnl,62.361
dsiwagdzsyanlcibiizn,82.258
ocpfpiaioibycgpwesdq,86.858
xmrjpwnikcbuehbcxlsx,52.434
lbbbhfecscbvbfixxnmt,11.249
xvgrixmrhjfkhgvwgydw,1.109
uqqwekvxzspkjbazxgtq,89.887
flhkocpshomkznfzzifg,76.817
seqqqzqlojdyorgpltxw,15.546
mqpotovmazgjzsuwlbzv,21.128
kqcsmnnfnmgeimjveubq,5.912
umcrcrzbkmrbnicmbncy,85.064
drsmduoknsuiuhvcsngu,34.528
qizkuvtoiqvranqryxqc,50.204
ppuazcikqavayxuzzejs,36.413
ljjunatfxukymjycygbk,4.454
ngwdatsoowuqtyyvccxg,64.184
wdsfrbebxiotlzsvkzur,23.265
blxxviqsypdmknjigoke,9.231
suufupmmztskvexjzken,99.669
cwnuayzptgopkhmsonco,73.95
lbsbeqedenbbiyprfifq,35.789
phuulxjwzghvzpqzhxlp,39.113
ttvroggvomuachktonjs,80.931
kgavpqbtdiltafrqawaz,76.134
rteqorlrfcvsglmdhmql,47.864
abahdvixtaaulkkiumde,47.119
gedouwefhhxjuibcrfgw,82.075
jfwbonicvbpmcuoueogj,65.475
pgxmpfaskkbhhnwbxmbz,14.441
hvulfodotjtpesyojlex,63.484
oomjirbphxmrvjkqglpu,89.719
qhkjoalgaomqupyiwquq,66.47
wvvtvltrlsluzoqkfomk,94.237
azihjihefoqiajwtzrwu,72.865
urtqyclzdidjgsyaimmh,42.383
lpkhbrxkqdjlgcdapaeq,80.072
rwspolwcukbcriwjefhm,5.556
uzvxvvqwjemfzojwxele,15.216
khnqxypkwbnwoxfmldib,42.332
fxeqlhxyzihdgdglmjwk,60.504
bevcvcnmqgxcqgfiacyx,62.825
dlupvrfunqahhsuzwihw,92.101
jfzncdejfqbzgkhohvkj,78.153
epetgqmyvptrskwaddmm,95.116
feqegmklygjwodhgezut,66.81
ihtvxieloftmicdfxlig,62.297
tgnebbxtjqrneconqwyl,23.087
mqhniqvpynbmsedyhhyf,8.554
ubczemahvvlvgvfejhny,78.714
dpllqxfpgumyjxmtabtf,45.437
nsadpdjvpbhkmtsizwqf,84.448
onphuaynfdiwlamdnyec,73.527
svzflanawklpdpyqqfxo,94.722
uqeljpotubwoxyxwdeea,34.285
onthfchpwnlthjufakjr,98.534
lmqolbcxeitcpfltdtil,1.007
yrofztphfnegyndhderr,81.236
fvuhqrpuwhauuzpknlrc,26.257
vquyytzhxcbvyxkgasla,43.899
zstlhxrebsrnolllzlfg,73.292
yubnzbfjytbonzawsadk,79.351
zbqaoevtoodufihaivau,23.115
fffxpjxbensvfiicgiim,49.057
ejfwouylmttgqjopslcn,97.157
rjpawvlkercfamkyilyv,0.639
nfwsuckpyetcqmujmaex,99.359
dehdjpblnbxoonuvgllt,91.731
nygewzdmuictpckrvwot,9.244
mvlkqiflqwkhpcvauwws,22.976
vfkerzowwdhenzfpfqkp,0.215
uzmkhbgpffbizathnosv,19.199
worgcnfnwkohnywpgkuc,94.293
iwtlmeprusybumtibmwi,57.451
gozmbsluxmtkmnbypwfz,37.121
kqzpqbudhixyqktubhfr,9.76
crmikspcslnyunqbqnxu,63.887
hxhrplhluqoftlxeisxi,73.446
fqeshmluzzkrsgcsfgpv,61.124
ggvmuuxvheieiglxwdmz,12.162
mjazmvcldywetuvtllwk,70.554
uwcyfmnefttqxknvuxdr,85.842
vlxceavcppmjfwkuvexg,16.902
jggrgdnwnvqvwkfzzhiu,22.785
dvxtpikpzaovwwqyrixq,7.904
sekpfmcdvxraxwpbiztq,38.019
tczpagifqadfakvlujad,59.519
ehemvdjninrhojlitydz,65.335
kufoqqzleqaptakzgefa,77.917
lgowqncxiswlcngpxknt,36.846
jcblvgnkontpmmxupyjy,58.523
wajecrhsgzpvcmjmsosx,9.195
xjusgbucyctdfivjjrra,73.48
fyjwdnageechvhojcoyr,33.834
afujutucdyoskclkkzzu,18.734
kshofsotbxwjsiferxqr,13.024
dwcvscprgkecfargzkyj,46.336
zteqycjlvydphprpeepd,41.067
raxrigtglwbqifvypyad,5.709
jwxxljswjiurwhkiyzwq,80.148
sblptaqwpgnvrtibovsa,47.459
tmnupyfpvpffbcxerjpn,48.438
fxxljynxvbvbnqiaipxj,64.162
bqaacnolvserirmcdgmm,20.706
yweqhvcjtpnuuypqkokn,49.85
rjqiejquumwrntgdspdu,75.435
hpcnqhftmzesxthvzvpe,43.139
gmikzqzzjhobmcyxksme,30.707
ngiiknjaklrdxuocnalp,72.92
fceipxprbiwjlqwennje,93.6
avajvysbzqxbrhbldwcl,47.019
rsjrqvrkrqeqvuxoslbb,6.282
tgreglqtdaepsgkjfwvc,81.357
gtsioqanoscgjkssrrua,65.614
djmagrrtjunfpqwpjlve,31.379
xdzuyuckbqmsgcieoqth,26.183
kwglncdinyyuahklapfh,9.538
eyhfoeukiczurppfdzlc,56.244
dsdhrvnquajhwbrmjtir,48.707
poyuyquowztlpkozxqmw,77.813
finxbfhxljkqdhgwiikw,50.24
jbhuftuxgloyeavqrejo,54.562
bprmziatvuaquhmyjpfz,30.048
prmwkzsvsrtfrwamahpv,32.981
miaaxnquumigztwdumht,98.412
obosfnsezqigrcadwjow,14.366
apghzlqvnlpfsogdbjfs,87.965
tcqnfsghkhhvqrdpubbu,20.185
ifpkyhdisxmbkeiyarpb,74.626
xsxojgqekierypvbwjla,19.889
ltgfepyvlzvkcwjnzwqz,51.807
ztjixossfgxhhwmkytza,96.353
whunupjwtzcwrewmtten,19.21
evpprtjntvkywvhjgczl,3.354
znhkhtqwyvfohbmpoxcx,32.089
dhzxrtxqzadxmimvnnkv,66.125
pqlfltdztekdlimzcvne,31.04
teckwtqtorhiyyzijdpw,97.248
lvbffeiptsxbejrvwgfq,65.193
iicdqzfyibqrbmvxoany,10.672
vcjasvqmbspnqegaumag,70.354
xlwsfizbultbrhpdvoae,95.782
hpsnujtjpcpctfcqgkfq,28.184
hebvzgqrjwhtnlocfjmu,78.815
dnmrbpgnkcngybgltrfd,64.028
hibgzcxvdxpwqnhflnmx,93.897
xvkexlrxpixdvcoxvsxu,9.277
mtnwrcsxinpxndydxatr,32.285
giexdhyxhqtiobunpikc,33.547
womagknelkukfjikpvji,51.198
qwqwirtlfjbkesqsgxkp,51.934
rcybdcgfqnyzkoxeccmg,52.995
okrehlawuvpoelxnmavn,85.257
bzhtnaimouoyyojdlkmf,75.692
zkvzrralhwmwgpfuzcxu,36.974
bihvfkezculukmewqaum,15.338
jacdqacjzfwtlhmetwvw,33.222
nnmlcjxqpirupoqtlkbr,86.745
ozukxkqdpblwzfgnipml,79.374
czlfybhqerxrrjohxcja,63.612
uavhzldvzlihnocegazv,90.109
kkbvofdmglucmeuchkev,36.457
vyljpbrmkrysnaezezbm,70.316
zsqbkgnjzljrfdfnthdw,15.285
mhxojhpaezrffdkmgcxh,51.253
woxachxsbfaoqelboyoi,14.194
izugxarvqdxndjxndjby,7.293
gcgbyricxltrzlymkjkk,95.79
lummwbqadebzcmbjpxxw,52.522
saxuvvztiohmkxsryxao,70.039
iyhdjsndpvzkqvdofitp,40.174
whrwooiergrtyowosatz,53.453
haqazapugftofdafnkbg,96.418
ipfzfuokulazvkufivzq,89.331
uspznmhstnmgwdbqbbbz,2.248
mcvemoefhpojhqiuogxj,90.629
rsflhgkewgozkatanxvi,82.454
phslevxmjvujunsldcne,47.859
gwnqwwtijnwdwlbowrcr,62.696
sqccmrdbotbaynbdjcif,15.563
uoqvekwtnobwpiotettg,28.319
brfgzrksmurvtsnccilj,8.569
wcznxzvqoxnolczxoohr,72.002
yapzxbwwbtcirphhbndw,34.703
qaldfarlrpjsvraweuiy,64.181
twymaeniydewxsbktobk,67.889
zufeyarusijmjdxnosel,29.133
stezebrpnlrvkgipbyok,22.779
mqdsialnckvchcniditt,40.543
rksoxemylbuekwbfbjkr,73.224
vxitofebmmzzirnufsxk,78.665
grgykhcmohymzyhkdqvr,61.231
ynztcqxlibnmuvxdpgoo,73.855
tjjmzvgueqjuqdjswqnt,37.222
tkwnmwkcrdxsompfvsyn,19.896
vozmarrvspxhdzzelnaw,29.519
ppgzykrjrdazqxqdqofr,69.977
vvoaqzefrdzuubomropi,8.639
ehpmhfgfneewsioeohap,95.078
dfuydnitexruintdwzzn,89.722
pghvivzbfzawuuvneahj,96.683
pophbwcsuojtcgpqgaov,66.376
nzmrivuqxcldzlfbpwgm,2.066
pkzuingfxyxhdiuatdod,88.07
aqfqemmuzodehfkowreb,91.643
niapfywvxrcsfrdmfgrm,64.902
nwzvcuvpxdybpdmdamxk,91.735
mmztktusfqsxkarwcpvj,24.422
pbdtzvwwblotmqynloiw,91.328
htbjlvwopxyszdkxbyzu,28.689
xuktcgphisawkhklqzqf,70.193
ddilfgtyrernvylkxzql,27.721
qzxscricljmjbjgdstjo,37.811
uptceueekmbijbgqongx,0.177
llkhtbeccnsdwjmqeslc,87.1
aaykkdiurdsgmndypqwc,33.176
eaimaeqbczwuohjnqaan,20.843
xgosvpsqixfiztbddnzo,52.402
kmikpsuvckuzekdhxssb,12.254
myhrqbghpsqcaqpjmlha,12.635
jxgkeetczcxwwvninwqm,34.223
rkyaqewdejdhklllhzbi,2.088
nooodvavnljykratyenx,35.368
ozktkdryyvmwthlzppfu,60.806
xdabgyagvghdugqfgarb,35.178
bkkfgvoanwhtyuaxunmw,44.141
qzrlwynixjfpbsvmmrnl,99.055
bcfjyemohulqpgdspmfj,96.455
zctrxhqctcklrwneldfc,35.43
swkvrhvilbfuslvwrviy,46.562
agmyeecemsrhbczbxxtb,35.434
brslaljbzoiprgmuxsys,32.189
bfiuzuveogfqclghgrqo,52.523
vtqvduryguzzttkoxkbc,76.941
whotuafvriuyqqhscjqw,38.469
abobpfapiwhmvbqizyed,98.879
urwcjskdixtacjgqnxpo,62.091
ubntuphygznwgvnoxpgi,35.556
axkcwxuklcacqmcdelvy,20.566
gmxxujuemsauoiawnuib,78.661
axgwhbgoctjpnrywofex,23.423
minhtvzizicrfyziydny,34.426
uanugakwqvqwrohfescl,33.023
lttovkmshwbmmqyvnehb,90.579
rbxaaaftdoegecurhnzl,57.709
fgpjyvxrgdjitqxkzyld,75.062
yiuxpfrpyyavwzolkuae,14.809
khnnhogjyshhdmgbkncv,61.759
bukskttinzkcnjsisvvq,27.332
qjuphxhhtqieyvbpztrg,96.551
befjngbeffapkyoacnye,83.325
ltnxjjmnbecpcruqmrxp,28.164
bapnicltnvyovwnwqbjd,70.233
jnnsdjbbflqxtewhjtje,59.364
ghdvbnqwmmeflvivfbqo,10.99
wphhjhavpcdienvofxto,60.932
amnowkmmxrpqhgizejnw,48.24
dlsddaljftptxkknxghj,1.866
llapozupkrdgfnwrgkce,10.837
tbfgalbgeberxnxxavhi,31.994
ovnntdpskckftzejmdel,64.325
igdacofdjdqeklngseyh,33.767
pbbevhsarlzuculwwexn,75.359
wuxnnykdcjlbxpfxxovl,93.559
dfmystxmnhibqgktbdhg,74.439
htsfkapulvchjdnykocu,59.159
qscyczxaeskceijgxwqd,88.549
olqznsbkwarugudrlfsf,27.182
ijfsctdcxzpdiiveykns,53.737
wwccjwoyywghxfyojlnk,81.888
quxfymxkjwuogxftjfpb,12.623
jkwceceviyqvqsbuazka,22.408
vhdiwqpesnjertcwgqwy,54.552
wshwsxsrkntfvocbiquj,77.019
vjpdrsujzcgqbhhyxgnw,76.483
mebbryhzhlsomstvfzuy,13.551
wfwbuwkbwofsexpjmzbc,77.353
dryxzemjshkkjhiwjvjl,81.958
rkfxinsbnlsxqosfznxo,17.428
xjxdqxewpmbgznuarymn,55.872
mkxsrkdbauxzfrzqdnti,63.757
qrritvohinskstfuhnbb,39.321
koleakmvllpmtvmzlhpu,74.3
kpvdzbsapzrfqilurxgb,22.589
ddkbfssnkvvyttcdkzvk,79.212
olzxwieowvhhwpizjjhb,58.129
wjipokrrevhhzjeaacnu,56.348
nnsnlqghbsrsmgzxxybg,17.979
snfkyyjknzswbxhqygrr,97.875
lkijsdwdpugdcivcbxfb,97.541
ggiiewjhcigtnssfgmne,0.926
rknefyeejuvfinknnecj,65.192
slltzyqrulgeycuakupz,94.127
etczahctiqarbnktgjqa,99.196
spormjrhmvkflzkfekgu,84.157
imuvdzibserpuawkmxqx,61.105
ypmpouxnypbzvsdmcnhh,37.807
zycgaduvhqkphdepwgau,55.844
rqraxdjhzkrwajdbbvyw,92.852
wehpwdcidxwgcpvokcez,16.11
aulgfwtblxlwzbifxzbm,82.891
hqkvgncubdpnpavvugtd,16.224
oouevupkhbiholxhfxyi,12.753
abyutonmjgegyqvfsbim,5.022
cpfcuwmszktupbxkfrmz,56.558
vhfxkckmzdvotkyirahp,7.375
cuzqrmryhxhgrcdgpagp,86.963
oesjtwntbaoiymlvgtsb,3.51
qvzlzmstfmbjewvdquwk,67.478
frvotjijeqrozzsmbplo,94.923
snkapyrpcfssiubccalp,20.471
gjfccsvcxiyafpyupmnf,78.747
latqdsxaqxemurqqelcj,95.986
uogclmplxvuhwhjxggik,30.017
uaxtrqhkcqkteizmvbvm,47.415
kirxtpzmtpcjczxokwlm,63.472
rjdccgpihqesrqimhdiq,9.919
rgzvvxylosqswiiddtrx,97.278
nhbtdtiscluwwtisupac,24.752
syggjowphoshgbmgohgg,98.655
lkwatcfvijyeztzoedia,11.888
tpkzodzhywpdxsvrestc,7.833
norhllonxtkmppomamsd,96.619
rxyxjilyfmkxjaljmpsn,66.62
nvcekyohjjrwnshasikr,90.386
rnmgvrnwnbcgsthfmvjl,61.723
tqqggnjflnfrgmyvubxv,21.044
pkeguzcaavczbemejbml,7.998
lrttethpsuxloihwypli,49.182
zsarnteakaedxjliqsdp,1.433
ukbnlojhfgwdxocvwqot,95.73
ccuwnfbnjwqpugguxyeg,67.197
czvuwsrwkwswiioqywju,99.855
khdgnesobzcfuipuulsh,80.282
oolqnvaoojwxphfhhuwh,72.93
yxtinaycgvtwtqdmudmv,31.629
hnwjhmagfyyqjlfyumym,56.495
gxhevdpvnftxlabygfdo,68.083
nyqlqmwfssvkzntmlmvy,55.033
ptwftukklalgcqhfmdwo,1.886
hgbommaownjxeguobvcd,27.446
oxfdhnhaowywfayvzfsh,72.558
qlgxhchkshpdyylrdcwx,70.088
tpgpmatanvlpccrcedhe,61.084
ihatlltdewncatrxglzz,7.72
edcidikqxasluandaeie,82.999
jobsgvybdlnhwnqbsgfk,69.619
njlcwduxfhllsdovonhr,97.161
pgwfxxroflvuiagkdmat,52.584
zmuwhgiuguhfhxpfooli,20.168
vlmyvoamyjasesooqvjf,72.661
hnaswggzpsvejqsaitny,81.449
hnmxzyjkwludhuwrrivj,9.789
odhsdrnauiacargbcwmn,86.225
zgfsfoadsnyruddkvjwy,37.389
pyuubcdpdlzcebeczgoi,3.665
agpysnirwjinoecajkit,29.612
zeredpuckyqdyyfscojz,68.69
jlvifrxvjzzmbpwhiott,55.585
lornmjgsosvgxmfwevoz,93.161
xwhythpwsswgigoczjey,41.678
clysnyppsdstxqedggrb,86.312
nnktbvsoazyvqctjnmjg,44.58
ktccqdwpvefunubuhrzc,16.909
mtnprztpexueqvenmcvu,23.243
fafdcjbfhbxvcaonczqp,46.029
aprpulkpsdzjkaqjrkwn,13.76
casttmaatsngwavaahdw,55.957
kowloxbhztfucjpsvktt,94.55
vtvatauprmzcjqusloxe,46.103
tpiakonhyazgdppevcex,21.261
uqqvfhjcewrbbqjnexyj,85.227
trgylhknoovvbtalbmne,16.617
jzjazuarzqdiupomrtbk,86.199
lpveuubsasvnfwoxptlw,30.243
bxognoaytizfljotcqqy,24.851
ntqeifppnsgbwqtmuhzn,14.721
mgltwohnvloegqmhszvk,65.048
kojklswxcrvuujrgdeul,56.347
okfpqqbxulvouumixrvg,35.886
jfbtjbbautlxgsvplbgj,59.063
xsyyooirsetrwzcgfumy,82.944
hpoaxgghdlaqzcdxrajm,54.442
kzhvubhbubdmmcxqoycs,27.586
zyflrpdtvjcmaqkunkfx,97.311
mwzpipbpgzhbeuuaeidc,70.306
xhrmzywlglrmatzybgrm,0.391
tzhwkktxpqvihyugljtt,38.842
smedafizlqigrsrihwem,80.248
kqnslvzfyosghoitofre,15.43
wlstdwvmatotbvyjnvce,81.53
dxjsjkhylormrexwqbst,5.053
zxhdxagorncpxbwhqigd,99.024
rovzjidvjcgstxvvxffm,94.838
gxawniruwuekztxysubn,28.023
oxortemyvomzyyohuhlt,79.048
fygjppsrgamomvraevyt,80.204
ecxgpswyyzspigwuwabv,36.606
mcvihamtpxsjszqgjriq,84.633
apyaxtvjuqpvzxibbhce,31.087
jasjqdashpwoivwaptjn,70.748
jfnacllkmrfoxqebjpro,46.845
unukrevzxjfxbsuxbndi,26.98
jttbuvjqierrbwxnvqcn,6.863
uehvzvkijczwkyioleyo,42.322
vzkprymtbazjmtvyqoty,30.856
ytygpvrvrmpgmcfkzcfq,40.847
vqidccsxxbpiiqddgbft,0.275
qmdqxruwxkokxldpsybl,67.924
wedsvncqdjicnnxryacr,80.957
skfleznkcbdgwifvkxgf,99.426
hbuomyfvffvbrbirhwkh,70.491
edahgbtideicwdeqdaer,53.89
dtiitjaujpckvjzrymdt,44.89
pgvyrmwpffwalxbvbsqx,79.749
umokjsjfkimvkvbhaxls,96.53
urakniapviqptkatbhkh,75.539
ajvmmeicghfjmanyvmgy,69.762
xkaexqgygbfyjuplmjeu,67.955
pxgtlxcflvbosoarnkaa,50.053
zjvdfpkfukwglfyhugbt,87.2
aqwfpvlumyfhfenwepdl,79.519
zkouvqvajnjudmpbztbg,10.86
kfojgleiobwkouueaafm,50.436
olxvhkprcwgyjaoizksm,1.58
bqpiphhduyscavdvbcku,6.824
vdwcqyxgmrzaavppodth,36.678
swktiffjzljggwyjhupd,7.022
ykjjclahunuvnaxqmvfz,55.317
ssdkxynavjtsucmxknpv,91.653
eagyobjvibzsnafimnqs,28.091
rutueytcbcrvltrafptv,8.541
frqvuwnijceedzlxcogc,70.914
faabpctcoscobvuusnux,70.414
kufzjfijnsjlnllpyfrc,61.744
duqbxeixrieezkdameeo,55.845
eeoepmbdyuceswbvqcxb,69.905
zfhduruucwjkguvetcti,81.627
pyjeuyvbrljbczglypwu,91.694
hnauirbbdmjuafhufhyk,8.099
ohdvhtjnybrtsgbfaamb,92.999
poiewgbwrywbzasbfpku,63.723
adslpjlmxmgwhexnxabn,9.146
jjvtdkewktawqhteeqsx,3.393
ypqsbowvydyfuqsiumka,94.981
qaxwdyjfwegpvfgxlvci,18.225
nhqcgpgrlukvvcovhzvy,51.352
rflmpekjupggqtumrzvd,13.559
hlxunziaqbeezdqvlylv,69.608
oqibsykdqnooypnunkss,28.439
fxipkdagqxwxkripbskk,95.184
huvksmnenrphcqwezsxe,25.42
sygqsoqntqctorttpyly,54.185
hlmkxswrkhdqwsjahlce,48.903
uquroojnvuegwmbmwcug,85.671
durylwsagwkspoiachta,38.453
drgqncluudppklxwamiw,68.091
moxbuesmchxhmomooklo,46.625
jzbnlebuonlsqvwdxvjy,1.563
myttoxuyvypyzabyvtgd,0.33
djsljgbjgqkaubmwwzqj,61.515
kgerphbtzbmwlpkubcvq,84.589
rkcvvztmhvjajhiglkhr,86.939
pfgoosumnjdinpzhrtxl,13.022
qfkafktlajbilamldkge,17.312
akevxfpvxjnyjbdobgwy,73.613
gxdhykfobmliymefcagc,26.032
nzanlmdpqrzjefehkqqv,17.381
zrfoewjjryaphagtprcd,99.0
dhrshmwkghybltzlegbv,33.304
wickjmlexkctzsjftasy,52.336
llrkxfmrewviudxyxues,35.593
jaelapuqivqbzfhkevvv,72.246
jepqcjusdglkilounltd,30.474
rhvmedxmhepkimioobfz,76.566
ljxaldmvgxivympqnalg,92.595
npijmnrzotqcryndhgyr,56.952
jueibyygpxzcehpjqdew,88.531
vrkhzakrqnqdhjbgfpvw,65.17
qkxvfahygryzbgiphktv,32.254
rlzzruxctemwuwcdjnbp,50.049
xszmagjrdiflffavqkzf,27.561
ffigjvpuiytjwhfzgomg,12.066
csrowcffhxstzsemtsgg,96.763
ndxclryhzyafvrehgjqx,92.176
gwbawungcueysmopdyjj,19.346
celsdsavtrvkrhmjxzqh,25.437
jmjxyokkupevjapblrtv,60.246
btpkbrzeagvcshmuywxj,16.039
jdrtwqbnrnawpmavvyxf,10.725
ibyqjqsrhroslqlyduwj,67.599
mozhecrpqhtpptuijkck,55.382
dgdthzexaxutrltcikgr,82.637
fanquixnasvadafmfmtw,93.872
bsmbzvsfzrcysklzlosu,90.224
yuednrafegdzdogbzavg,73.997
fwzxsxgefipcpgvnrjpo,75.971
mdygritvnyvhbztcohdn,98.127
auiiijonhxnlwxffqatv,22.333
wvscmeuvfzhijrmhdlfi,80.43
fvstikdokcvsxyhmvyyk,3.614
vostbzeinkkissijqvle,21.402
vkickkdqaidkusfbneda,44.664
arapwilmfdaagnftwvaj,6.929
ihaaahhtzcqikgtjveqi,85.308
wczsdtabihgsllmknnma,75.812
oqvnvgtpalgkdpqcsaqh,82.285
bxybivpmxvswyrskslid,78.903
elluozowxrnwxlcsoklm,10.837
isygpumzzezaoeszwaee,17.894
hrenmpbbdtmhzbrdkvpn,31.843
watibkkzbsyhetpulchp,89.94
uokumdlcmbfbiozhmmrt,19.718
uforwzvgkxggmvmmhjxu,34.094
cxsueknnitoutnzchlmi,82.968
yejconiclzkvyonpxffg,95.047
ytvkxphxiswnrtfcshlu,96.262
nmldgeobnflbwzjidlck,5.244
uvlczmhfouhpxsamowbc,68.761
dnxfjiszdblyofsyjcom,69.737
odlzoydqbvfxccyxgycw,42.421
fykouibcavnjhafimhiq,38.898
iqbkjsuljkbthczqfret,50.45
lhyflsfkzonleqwpecxx,59.316
dnpbsmnodwwhhdwxvtse,15.326
xcwiaqwtkxcjunyibvft,93.716
bjwosgeyagjvhyohkpqv,50.673
kptxgrftymkyxtgtnovs,97.77
hgcwzmpmlrtxtgixroac,32.875
jghqufsshavnvdzgmwha,17.313
